"AUD","BEF","CHF","DEM","DKK","ESP","FRF","GBP","ITL","JPY","NGL","SEK","date"
0.7152,28.875,1.1594,1.41,5.498,121.75,4.9371,1.5957,1633.5,84.78,1.5763,7.2984,1995-06-05
0.7167,28.965,1.1636,1.4123,5.5069,121.68,4.9507,1.5917,1632.5,84.77,1.5778,7.2077,1995-06-06
0.7203,29.055,1.1672,1.4135,5.5266,122.9,4.9777,1.5868,1644.5,84.96,1.5806,7.267,1995-06-07
0.7213,28.935,1.16,1.4064,5.4855,122.02,4.9489,1.5953,1638.5,84.54,1.5728,7.19,1995-06-08
0.72,28.875,1.1617,1.4055,5.4882,121.89,4.9417,1.5935,1635.5,84.34,1.5716,7.2291,1995-06-09
0.72,28.825,1.155,1.403,5.4789,122.38,4.9314,1.5947,1666.5,84.06,1.5685,7.2428,1995-06-12
0.7206,28.945,1.163,1.4099,5.5004,122.87,4.9551,1.594,1660.5,84.68,1.5768,7.2607,1995-06-13
0.7212,28.755,1.1546,1.3999,5.4538,121.33,4.9124,1.6127,1639.5,84.33,1.5658,7.2464,1995-06-14
0.7276,28.875,1.1646,1.4065,5.4833,122.04,4.9281,1.5987,1647.5,84.57,1.5722,7.266,1995-06-15
0.7278,28.755,1.1612,1.4002,5.4648,121.65,4.9184,1.6048,1644.5,84.69,1.5674,7.254,1995-06-16
0.7262,28.705,1.1591,1.3961,5.4529,121.99,4.8984,1.6022,1643,84.61,1.5626,7.2523,1995-06-19
0.7243,28.555,1.1533,1.3908,5.4344,121.46,4.8788,1.6058,1641,84.53,1.5561,7.2521,1995-06-20
0.7255,28.425,1.1439,1.3835,5.4064,120.56,4.8499,1.6105,1632.5,84.05,1.549,7.2323,1995-06-21
0.7208,28.715,1.1577,1.3975,5.457,121.31,4.8932,1.5972,1635.5,84.49,1.564,7.2917,1995-06-22
0.721,28.455,1.1474,1.3863,5.4109,120.28,4.865,1.6054,1612.5,84.32,1.5507,7.2332,1995-06-23
0.7195,28.575,1.1497,1.3898,5.4224,120.93,4.8745,1.5861,1626,84.29,1.5569,7.2473,1995-06-26
0.7134,28.505,1.1468,1.3863,5.4129,121.68,4.8745,1.5835,1623,84.21,1.5517,7.2494,1995-06-27
0.717,28.78,1.1599,1.3965,5.4499,122.49,4.8939,1.5762,1636,85.56,1.5653,7.2757,1995-06-28
0.7145,28.355,1.1467,1.3788,5.3736,121.22,4.842,1.5982,1630.5,84.32,1.5442,7.2332,1995-06-29
0.7103,28.415,1.148,1.3805,5.3889,120.89,4.837,1.5955,1635,84.63,1.5461,7.2607,1995-06-30
0.7088,28.385,1.1451,1.3781,5.3817,120.99,4.8318,1.5985,1626,84.71,1.546,7.2359,1995-07-03
0.7106,28.395,1.1484,1.3828,5.4005,121.27,4.8445,1.5986,1622.5,84.79,1.5505,7.2435,1995-07-04
0.7117,28.365,1.1439,1.3787,5.3833,120.43,4.8242,1.5967,1621.5,84.88,1.5449,7.2254,1995-07-05
0.7133,28.345,1.1443,1.3793,5.3839,120.51,4.8252,1.6011,1615,84.96,1.5446,7.222,1995-07-06
0.716,28.615,1.1581,1.3922,5.4226,120.75,4.8551,1.5963,1608.5,86.69,1.5591,7.245,1995-07-07
0.7147,28.665,1.1578,1.3947,5.4307,120.48,4.8506,1.5942,1611.5,86.9,1.5623,7.2311,1995-07-10
0.7195,28.885,1.1715,1.408,5.4805,120.77,4.8894,1.5863,1626,87.61,1.5749,7.2799,1995-07-11
0.7235,28.835,1.1668,1.4018,5.4588,120.3,4.8758,1.5915,1619,87.28,1.5705,7.2119,1995-07-12
0.7333,28.555,1.1578,1.387,5.4044,119.16,4.8406,1.601,1616,87.29,1.5549,7.159,1995-07-13
0.7313,28.605,1.1633,1.3903,5.4187,119.1,4.846,1.5955,1607.5,87.85,1.5579,7.183,1995-07-14
0.7348,28.715,1.1692,1.3978,5.4463,119.79,4.8633,1.5942,1612.5,89.08,1.5638,7.1985,1995-07-17
0.7333,28.565,1.1612,1.3929,5.4207,119.89,4.8422,1.5924,1611.5,88.35,1.5561,7.1946,1995-07-18
0.7318,28.275,1.1471,1.3754,5.3556,118.85,4.7852,1.5982,1615.5,87.35,1.5407,7.0991,1995-07-19
0.7348,28.425,1.1519,1.383,5.3839,119.18,4.8105,1.5943,1610.5,88.13,1.548,7.1746,1995-07-20
0.7352,28.495,1.1538,1.3837,5.3875,119.71,4.8141,1.5982,1602.5,88.44,1.5531,7.147,1995-07-21
0.7392,28.505,1.1522,1.3863,5.3982,119.15,4.8188,1.5946,1602,87.68,1.5516,7.1495,1995-07-24
0.7392,28.645,1.1603,1.3948,5.4325,119.86,4.8421,1.59,1605,87.93,1.5623,7.1595,1995-07-25
0.7368,28.505,1.1526,1.388,5.4042,119.32,4.8139,1.5933,1592,87.93,1.5534,7.0892,1995-07-26
0.7352,28.465,1.1493,1.3837,5.3842,118.57,4.7928,1.5961,1586.5,88.15,1.5499,7.0689,1995-07-27
0.7362,28.415,1.1491,1.3815,5.3719,118.3,4.7833,1.6004,1586,88.15,1.5472,7.0548,1995-07-28
0.7385,28.505,1.1525,1.3865,5.3897,119.32,4.7874,1.597,1593,88.44,1.5521,7.0805,1995-07-31
0.7408,28.295,1.1383,1.3765,5.3486,118.19,4.757,1.6072,1572,88.08,1.5416,7.0513,1995-08-01
0.742,28.695,1.159,1.3988,5.4267,119.76,4.8213,1.6,1583.5,91.17,1.5676,7.1343,1995-08-02
0.7368,28.615,1.1479,1.388,5.3852,118.69,4.7856,1.6083,1574,90.33,1.5563,7.0384,1995-08-03
0.743,28.735,1.1529,1.3973,5.4157,118.94,4.8115,1.6058,1567.5,91.43,1.5622,7.068,1995-08-04
0.7413,28.975,1.1653,1.4095,5.4275,120.13,4.8572,1.6008,1582.5,91.46,1.5787,7.1304,1995-08-07
0.7437,28.965,1.1675,1.4085,5.4619,120.91,4.8648,1.6019,1590.5,91.49,1.5782,7.1458,1995-08-08
0.7409,28.915,1.1637,1.4062,5.4523,120.53,4.8608,1.5992,1589,91.57,1.5746,7.1341,1995-08-09
0.7404,29.185,1.1771,1.42,5.5044,121.79,4.8999,1.5914,1583.5,92.76,1.5878,7.1346,1995-08-10
0.743,29.565,1.1976,1.4414,5.5849,123.52,4.9571,1.569,1601.5,94.04,1.6124,7.2008,1995-08-11
0.7425,29.525,1.1949,1.4366,5.5778,122.7,4.9534,1.5718,1604.5,93.63,1.6071,7.2107,1995-08-14
0.7372,30.385,1.2349,1.4815,5.7401,126.32,5.0741,1.5515,1624.5,97.24,1.659,7.3356,1995-08-15
0.7312,30.365,1.2334,1.4822,5.7397,126.44,5.0754,1.5423,1622.5,98.04,1.6551,7.3216,1995-08-16
0.7322,30.295,1.2231,1.4753,5.715,125.78,5.0581,1.5452,1621,97.26,1.6486,7.2991,1995-08-17
0.7361,30.325,1.2237,1.4763,5.7245,125.76,5.0576,1.5393,1626,97.51,1.6522,7.378,1995-08-18
0.7375,30.345,1.2279,1.479,5.7292,125.6,5.0653,1.54,1623,97.17,1.6529,7.3973,1995-08-21
0.7413,30.545,1.2335,1.4873,5.7605,126.29,5.0824,1.5338,1617.5,96.9,1.6638,7.3587,1995-08-22
0.7408,30.495,1.2269,1.483,5.7437,126.2,5.0801,1.5423,1616,96.53,1.6604,7.3401,1995-08-23
0.7402,30.345,1.2196,1.4761,5.7203,125.24,5.0682,1.5452,1607,96.71,1.6517,7.2852,1995-08-24
0.7438,30.31,1.2093,1.471,5.7058,125.11,5.0807,1.5507,1615,96.69,1.6454,7.2789,1995-08-25
0.7437,30.155,1.2093,1.4674,5.6933,125.68,5.0639,1.5496,1633,96.76,1.6429,7.3217,1995-08-28
0.7544,30.375,1.2175,1.4775,5.731,126.25,5.0861,1.5434,1635,98.21,1.6551,7.354,1995-08-29
0.7544,30.395,1.2121,1.4778,5.7382,126.26,5.0709,1.5451,1622,99.1,1.6542,7.3259,1995-08-30
0.7509,30.185,1.2034,1.4675,5.6968,125.3,5.0478,1.5496,1624,97.46,1.6432,7.2986,1995-08-31
0.752,30.095,1.1969,1.4625,5.6825,125.38,5.0434,1.5573,1619,97.43,1.6382,7.2913,1995-09-01
0.7485,30.09,1.2008,1.4647,5.6865,125.62,5.0574,1.5515,1626,97.65,1.6378,7.3056,1995-09-04
0.752,30.095,1.2007,1.462,5.6696,125.53,5.0461,1.5577,1627,97.64,1.6375,7.2917,1995-09-05
0.7522,30.395,1.2132,1.4774,5.7205,126.86,5.0874,1.5503,1620,98.96,1.6537,7.2754,1995-09-06
0.751,30.405,1.2173,1.4803,5.7288,126.79,5.0949,1.5484,1620.5,99.1,1.6563,7.2913,1995-09-07
0.7523,30.365,1.2147,1.4767,5.7176,125.9,5.0762,1.5508,1607.5,99.63,1.6533,7.1557,1995-09-08
0.7528,30.305,1.211,1.4757,5.7052,125.97,5.0895,1.5464,1618.5,100.03,1.6508,7.1256,1995-09-11
0.7595,30.305,1.2043,1.4727,5.6988,125.87,5.0906,1.556,1609,101.1,1.6511,7.1089,1995-09-12
0.7635,30.695,1.2181,1.4925,5.7715,127.04,5.1352,1.5494,1613.5,102.58,1.6709,7.1363,1995-09-13
0.7615,30.565,1.2125,1.4862,5.7555,126.78,5.1209,1.5488,1611.5,102.39,1.6649,7.1474,1995-09-14
0.7612,30.615,1.207,1.4893,5.7598,126.87,5.1226,1.5505,1609.5,104.15,1.6667,7.16,1995-09-15
0.7558,30.495,1.2044,1.481,5.7352,126.31,5.1005,1.5493,1603,103.28,1.659,7.1437,1995-09-18
0.7607,30.605,1.2038,1.4885,5.7632,127.04,5.1145,1.5468,1610.5,104.55,1.6648,7.1425,1995-09-19
0.7556,30.095,1.1725,1.4613,5.6544,125.24,5.047,1.5509,1623.5,102.55,1.6362,7.0898,1995-09-20
0.7476,29.305,1.1411,1.4242,5.5302,122.96,4.9128,1.5907,1599.5,99.05,1.5928,7.0555,1995-09-21
0.746,29.315,1.1466,1.4243,5.5448,124.13,4.9345,1.5691,1610.5,100.1,1.5956,7.0908,1995-09-22
0.7509,29.485,1.1568,1.4347,5.5839,124.24,4.9539,1.5709,1613.5,100.55,1.6069,7.0079,1995-09-25
0.7483,29.555,1.1622,1.4372,5.5736,123.81,4.9503,1.5663,1606.5,100.96,1.6092,6.9946,1995-09-26
0.7492,29.325,1.153,1.4253,5.5296,123.14,4.909,1.5755,1601.5,100.42,1.5954,6.996,1995-09-27
0.7517,29.165,1.1426,1.4197,5.5184,122.94,4.902,1.5785,1605.5,99.15,1.5882,6.9445,1995-09-28
0.7556,29.355,1.1543,1.4275,5.5476,123.72,4.9229,1.5848,1610.5,99.72,1.5969,6.9226,1995-09-29
0.762,29.325,1.1503,1.4275,5.5318,122.93,4.9259,1.5895,1613,100.35,1.5963,6.957,1995-10-02
0.7704,29.555,1.1602,1.4405,5.588,124.39,4.9689,1.5805,1618,101.6,1.6095,6.9929,1995-10-03
0.7636,29.505,1.1527,1.4345,5.5673,123.89,4.9655,1.584,1616,100.82,1.6047,6.9495,1995-10-04
0.7578,29.205,1.1397,1.4215,5.5205,122.85,4.9339,1.5842,1609.5,99.67,1.5912,6.9218,1995-10-05
0.762,29.265,1.1437,1.4205,5.5329,123.59,4.9895,1.5847,1611.5,100.43,1.5906,7.0155,1995-10-06
0.7643,29.09,1.1425,1.4124,5.5031,122.76,4.9615,1.5855,1607.5,100.43,1.5826,6.9536,1995-10-09
0.761,29.195,1.1488,1.4187,5.5102,122.75,4.9626,1.577,1606.5,100.85,1.5891,6.9523,1995-10-10
0.762,29.325,1.1576,1.4269,5.5338,123.12,4.9665,1.5707,1605.5,101.1,1.5962,6.9602,1995-10-11
0.7598,29.155,1.1489,1.4179,5.4998,122.24,4.9439,1.5761,1597.5,100.17,1.5872,6.925,1995-10-12
0.7588,29.335,1.1551,1.4276,5.5339,122.78,4.9639,1.575,1602.5,100.97,1.5968,6.9494,1995-10-13
0.7593,29.265,1.1549,1.4244,5.5222,122.73,4.9664,1.5737,1605.5,100.68,1.5938,6.9686,1995-10-16
0.7541,29.105,1.1475,1.4142,5.4932,122.07,4.9631,1.5719,1596.5,100.35,1.5843,6.9104,1995-10-17
0.7547,29.285,1.1563,1.4233,5.5245,123.08,4.988,1.5691,1600.5,100.74,1.5926,6.8497,1995-10-18
0.7513,28.945,1.1483,1.4078,5.4694,121.76,4.9498,1.576,1598.5,100.36,1.5773,6.7535,1995-10-19
0.7505,28.765,1.1408,1.3976,5.4371,121.1,4.9147,1.5726,1608,100.35,1.5651,6.7148,1995-10-20
0.747,28.565,1.129,1.3875,5.3989,120.72,4.889,1.579,1617.5,99.96,1.5539,6.7079,1995-10-23
0.7477,28.655,1.136,1.3938,5.4151,121.33,4.8882,1.579,1614.5,100.46,1.5605,6.6856,1995-10-24
0.7492,28.635,1.1326,1.3922,5.4106,121.35,4.8972,1.5785,1611.5,101.24,1.5592,6.5943,1995-10-25
0.7555,28.625,1.1312,1.3918,5.4091,121.78,4.8965,1.5836,1589,101.43,1.5592,6.5925,1995-10-26
0.7545,28.945,1.1387,1.4085,5.4615,122.29,4.8943,1.5773,1598,101.86,1.5783,6.6376,1995-10-27
0.7603,28.985,1.137,1.4082,5.4634,122.17,4.889,1.5763,1595,101.9,1.579,6.6328,1995-10-30
0.7595,28.935,1.1363,1.4083,5.4628,121.94,4.8843,1.5798,1592,101.96,1.5772,6.6423,1995-10-31
0.7607,29.035,1.14,1.4174,5.4972,122.73,4.9062,1.5784,1588,103.29,1.582,6.6209,1995-11-01
0.7576,29.185,1.1459,1.4237,5.4837,122.6,4.8853,1.5783,1593,104.07,1.5895,6.672,1995-11-02
0.7582,29.115,1.1392,1.416,5.4867,122.1,4.8916,1.5788,1593.5,103.9,1.5863,6.6446,1995-11-03
0.7541,28.995,1.138,1.4128,5.4755,121.81,4.8913,1.5802,1590,103.26,1.579,6.6849,1995-11-06
0.7492,29.075,1.1389,1.416,5.4865,122.1,4.883,1.5812,1595,103.01,1.5853,6.6718,1995-11-07
0.7494,29.175,1.1465,1.4216,5.5143,122.6,4.8915,1.5799,1594,102.58,1.5914,6.67,1995-11-08
0.7366,28.995,1.1365,1.4103,5.4712,121.54,4.865,1.578,1597,100.57,1.5784,6.6385,1995-11-09
0.7375,29.155,1.139,1.4173,5.5029,122.51,4.8835,1.5665,1598,100.88,1.587,6.6622,1995-11-10
0.7377,29.14,1.1443,1.4184,5.4986,122.13,4.8908,1.5532,1592,101.93,1.5863,6.6824,1995-11-13
0.7397,29.055,1.1406,1.4129,5.4758,121.73,4.8786,1.5592,1595.5,101.51,1.5819,6.6567,1995-11-14
0.7343,28.925,1.1393,1.4095,5.4663,121.18,4.8612,1.5546,1593.5,101.51,1.575,6.6483,1995-11-15
0.7418,28.915,1.138,1.4063,5.4658,120.99,4.853,1.5566,1592,102.04,1.5766,6.6003,1995-11-16
0.7412,28.915,1.1384,1.4068,5.4532,120.92,4.8536,1.5429,1592.5,102.18,1.5784,6.5722,1995-11-17
0.7459,28.925,1.1367,1.4063,5.4495,120.79,4.8491,1.5567,1591.5,101.21,1.5754,6.537,1995-11-20
0.7415,28.945,1.1371,1.4079,5.4534,120.99,4.8543,1.5574,1591.5,101.44,1.5759,6.5247,1995-11-21
0.7406,28.925,1.1372,1.4097,5.4609,120.71,4.8595,1.5635,1591.5,100.88,1.5782,6.5187,1995-11-22
0.7406,29.025,1.1383,1.4145,5.4791,120.93,4.8765,1.5624,1592.5,100.76,1.5817,6.5372,1995-11-23
0.7395,29.165,1.1447,1.4193,5.4984,121.27,4.8824,1.5596,1597.5,101.53,1.5888,6.5224,1995-11-24
0.7444,29.525,1.1592,1.4382,5.5653,122.26,4.9354,1.552,1594.5,101.65,1.6099,6.5477,1995-11-27
0.7492,29.475,1.1573,1.4327,5.5466,121.96,4.9165,1.5436,1594.5,101.25,1.6058,6.5069,1995-11-28
0.7485,29.545,1.1667,1.4387,5.5683,122.49,4.9446,1.534,1594.5,101.65,1.6085,6.5222,1995-11-29
0.7437,29.715,1.1761,1.4456,5.5986,123.24,4.9951,1.5336,1600.5,102.04,1.619,6.5524,1995-11-30
0.739,29.725,1.1765,1.446,5.5984,123.24,4.9971,1.531,1606,101.21,1.6186,6.5463,1995-12-01
0.7387,29.505,1.1676,1.4385,5.5729,122.81,4.995,1.5331,1593,101.31,1.6042,6.588,1995-12-04
0.7395,29.455,1.1655,1.4318,5.5588,122.96,4.9525,1.5443,1588.5,101.2,1.6037,6.5037,1995-12-05
0.7397,29.725,1.1705,1.4467,5.5995,123.58,4.9828,1.5419,1601.5,101.6,1.6205,6.5783,1995-12-06
0.7387,29.695,1.1696,1.4448,5.5913,123.5,4.9757,1.5352,1596.5,101.32,1.6191,6.6543,1995-12-07
0.7369,29.75,1.1684,1.4463,5.588,123.15,4.9836,1.534,1590,101.26,1.616,6.6669,1995-12-08
0.7364,29.705,1.1694,1.4445,5.596,123.11,4.983,1.5345,1590,101.15,1.6177,6.7625,1995-12-11
0.7409,29.745,1.175,1.4475,5.6105,123.2,4.9847,1.5332,1588,101.76,1.6199,6.7343,1995-12-12
0.7444,29.735,1.1751,1.4493,5.6181,123.24,5.0061,1.5349,1590,101.63,1.6168,6.7162,1995-12-13
0.7397,29.575,1.1622,1.4369,5.5679,123.13,4.9461,1.5451,1592.5,101.43,1.611,6.6361,1995-12-14
0.7428,29.675,1.1634,1.443,5.5934,123.54,4.9627,1.5373,1592,102.04,1.616,6.6213,1995-12-15
0.7401,29.375,1.1465,1.4282,5.5359,121.73,4.9205,1.543,1593.5,101.49,1.5982,6.5878,1995-12-18
0.7413,29.575,1.1582,1.4432,5.5938,122.4,4.9579,1.5405,1593,102,1.6147,6.6549,1995-12-19
0.7415,29.515,1.1547,1.4365,5.569,121.93,4.9354,1.5426,1589.5,101.71,1.6085,6.6179,1995-12-20
0.7408,29.545,1.1578,1.4395,5.5802,121.87,4.935,1.5397,1586.5,101.78,1.6106,6.6569,1995-12-21
0.7402,29.495,1.1595,1.4376,5.5704,122.04,4.9281,1.5445,1586.5,102.29,1.6079,6.6353,1995-12-22
0.7409,29.495,1.159,1.4365,5.5643,122.04,4.9247,1.5453,1586.5,102.45,1.6079,6.6375,1995-12-25
0.7415,29.395,1.153,1.4308,5.5425,121.48,4.9086,1.5597,1578.5,102.33,1.6013,6.6039,1995-12-26
0.7478,29.455,1.1553,1.432,5.544,121.44,4.8949,1.5602,1577,102.82,1.6048,6.6467,1995-12-27
0.7443,29.475,1.155,1.4385,5.5656,121.76,4.9161,1.5484,1581,102.68,1.6053,6.6736,1995-12-28
0.7428,29.525,1.1543,1.4378,5.5664,121.67,4.909,1.5496,1587.5,103.51,1.6085,6.6578,1995-12-29
0.7431,29.455,1.1566,1.437,5.5392,121.45,4.8842,1.5525,1583,103.45,1.6012,6.6167,1996-01-01
0.7445,29.525,1.159,1.437,5.561,121.29,4.904,1.5545,1569.5,103.95,1.6082,6.6228,1996-01-02
0.7467,29.735,1.1654,1.4468,5.5984,121.82,4.9369,1.5509,1575.5,104.86,1.6191,6.6257,1996-01-03
0.7394,29.605,1.1618,1.4416,5.5748,121.68,4.9288,1.5524,1575.5,105.17,1.6145,6.5821,1996-01-04
0.748,29.585,1.1617,1.4398,5.5686,121.33,4.9292,1.5508,1582.5,105.42,1.6117,6.594,1996-01-05
0.7478,29.495,1.1622,1.4391,5.5643,120.83,4.9362,1.5517,1572,105.22,1.6105,6.6181,1996-01-08
0.743,29.435,1.1601,1.4344,5.5197,121.21,4.9182,1.5455,1570,104.39,1.608,6.5665,1996-01-09
0.7465,29.525,1.1614,1.437,5.5572,120.73,4.9236,1.5458,1568,104.82,1.6081,6.5722,1996-01-10
0.7442,29.635,1.1626,1.4418,5.5756,121.25,4.9485,1.5445,1577.5,104.82,1.6139,6.5979,1996-01-11
0.7435,29.675,1.163,1.444,5.5791,121.4,4.9514,1.5465,1574,105.25,1.6164,6.6014,1996-01-12
0.742,29.725,1.1671,1.4505,5.6084,121.67,4.966,1.5425,1578.5,105.32,1.6237,6.6063,1996-01-15
0.7444,30.135,1.1845,1.4675,5.6726,123.23,5.013,1.5327,1584.5,106.08,1.6433,6.6688,1996-01-16
0.7415,30.235,1.1891,1.4707,5.6894,123.58,5.0254,1.5239,1582.5,105.58,1.6475,6.6983,1996-01-17
0.739,30.255,1.1896,1.475,5.7046,123.6,5.037,1.5163,1583.5,105.63,1.6484,6.7201,1996-01-18
0.737,30.405,1.1931,1.4803,5.7286,124.56,5.0549,1.5115,1582.5,105.35,1.6565,6.7318,1996-01-19
0.7339,30.53,1.186,1.4743,5.7041,123.96,5.0425,1.5141,1589,105.78,1.6504,6.8277,1996-01-22
0.7357,30.395,1.1879,1.4789,5.7208,124.73,5.0629,1.5149,1590.5,105.96,1.6549,6.8693,1996-01-23
0.7378,30.475,1.1906,1.4825,5.7299,124.85,5.0804,1.5116,1590.5,107.07,1.66,6.8546,1996-01-24
0.7388,30.635,1.1996,1.4915,5.7687,125.85,5.1132,1.5064,1600,107.1,1.669,6.9481,1996-01-25
0.737,30.665,1.2113,1.49,5.7575,126.29,5.1345,1.5037,1595,106.6,1.6678,6.9626,1996-01-26
0.7412,30.365,1.2045,1.4813,5.7341,125.69,5.0978,1.507,1594,106.69,1.6564,6.9755,1996-01-29
0.7448,30.635,1.2168,1.49,5.7684,125.81,5.1198,1.5051,1600.5,107.35,1.6679,6.9697,1996-01-30
0.7463,30.595,1.2112,1.4885,5.7586,125.35,5.1064,1.5137,1583,107.04,1.6667,6.9518,1996-01-31
0.7483,30.525,1.2135,1.4862,5.7466,125.15,5.1,1.5201,1575,106.74,1.6644,6.9028,1996-02-01
0.7578,30.465,1.2138,1.4815,5.726,124.34,5.0875,1.5252,1574.5,106.38,1.6581,6.932,1996-02-02
0.7558,30.165,1.1964,1.4675,5.6752,123.9,5.0401,1.5389,1569.5,105.21,1.6427,6.9363,1996-02-05
0.7537,30.245,1.1975,1.471,5.6822,124.04,5.0538,1.544,1571,105.1,1.6453,7.0114,1996-02-06
0.7517,30.375,1.207,1.4775,5.719,124.28,5.075,1.5375,1577,106.13,1.6543,7.0098,1996-02-07
0.7602,30.355,1.2055,1.4767,5.719,124.41,5.076,1.5383,1569,107.13,1.6529,6.9917,1996-02-08
0.7548,30.365,1.2075,1.4765,5.7121,124.56,5.075,1.531,1569.5,107.05,1.6523,6.9606,1996-02-09
0.7556,30.315,1.2056,1.4763,5.7117,124.24,5.0754,1.5275,1568,106.85,1.6481,6.9734,1996-02-12
0.7543,30.305,1.2031,1.474,5.6972,123.74,5.0715,1.5373,1581,106.74,1.6488,6.9498,1996-02-13
0.7548,30.105,1.195,1.4636,5.664,123.27,5.046,1.5419,1587,106.18,1.6391,6.9531,1996-02-14
0.7555,30.155,1.197,1.4671,5.673,123.69,5.055,1.5378,1585.5,105.63,1.642,6.9408,1996-02-15
0.7556,29.975,1.1832,1.454,5.6245,122.56,5.0054,1.5519,1589.5,105.24,1.6271,6.8811,1996-02-16
0.7534,29.73,1.1772,1.4468,5.5986,121.68,4.9852,1.545,1582.5,104.11,1.6199,6.892,1996-02-19
0.7542,29.775,1.1803,1.4484,5.608,122.14,4.9979,1.5452,1576,105.85,1.6202,6.8172,1996-02-20
0.7533,29.825,1.1841,1.4503,5.5999,121.71,5.0048,1.5439,1574,104.95,1.6226,6.7471,1996-02-21
0.7552,29.825,1.1794,1.4495,5.6069,122.08,4.9838,1.5452,1566.5,104.96,1.6231,6.7367,1996-02-22
0.7571,29.775,1.1763,1.4476,5.597,121.26,4.9723,1.5398,1560.5,104.9,1.6204,6.7034,1996-02-23
0.7582,29.855,1.18,1.4525,5.6082,122.59,4.9865,1.5396,1559,104.35,1.6253,6.7532,1996-02-26
0.7592,29.865,1.1818,1.4525,5.6137,121.79,4.9848,1.5414,1548.5,104.38,1.6262,6.6837,1996-02-27
0.7628,30.175,1.1973,1.4695,5.6774,123.77,5.0308,1.5299,1554.5,104.82,1.6449,6.7392,1996-02-28
0.7647,30.285,1.2015,1.473,5.6815,123.54,5.0525,1.5318,1554,105.22,1.6481,6.7542,1996-02-29
0.7613,30.345,1.2035,1.4755,5.6971,123.75,5.064,1.5285,1563,105.28,1.651,6.7527,1996-03-01
0.7594,30.375,1.202,1.4783,5.7087,124.98,5.065,1.5277,1548,105.25,1.6545,6.8092,1996-03-04
0.7598,30.295,1.1986,1.4741,5.6943,124.37,5.0504,1.5308,1550,105.15,1.6502,6.8349,1996-03-05
0.7643,30.405,1.2035,1.4795,5.7146,124.49,5.0681,1.5275,1562,105.46,1.6559,6.8478,1996-03-06
0.763,30.355,1.2005,1.477,5.705,124.1,5.056,1.5295,1556,105.29,1.6528,6.78,1996-03-07
0.7685,30.555,1.2015,1.4842,5.7334,123.71,5.0824,1.5234,1557.5,105.68,1.6565,6.8187,1996-03-08
0.7682,30.455,1.202,1.4823,5.726,124.55,5.0745,1.5239,1565.5,105.53,1.6589,6.8358,1996-03-11
0.7703,30.325,1.1922,1.4735,5.6878,123.87,5.044,1.5254,1556.5,105.18,1.6493,6.779,1996-03-12
0.7748,30.225,1.1883,1.4718,5.6874,123.55,5.0404,1.523,1569.5,105.19,1.6466,6.7782,1996-03-13
0.774,30.245,1.1879,1.4718,5.6875,123.6,5.0433,1.5271,1567.5,105.43,1.6472,6.7828,1996-03-14
0.7731,30.235,1.1867,1.472,5.6885,123.99,5.0455,1.5272,1561,105.88,1.6464,6.7748,1996-03-15
0.7747,30.335,1.193,1.4775,5.7057,124.25,5.0485,1.5315,1562.5,106.07,1.653,6.7221,1996-03-18
0.7736,30.285,1.1891,1.4727,5.6901,123.76,5.0349,1.534,1557.5,106.15,1.6484,6.6551,1996-03-19
0.7763,30.285,1.1925,1.4745,5.6951,124.13,5.0515,1.5385,1559.5,106.44,1.6495,6.6161,1996-03-20
0.7778,30.405,1.1974,1.4799,5.7156,124.29,5.0791,1.5364,1568.5,106.85,1.6558,6.6645,1996-03-21
0.7772,30.325,1.1928,1.475,5.6969,124.1,5.0605,1.5366,1561.5,106.74,1.6507,6.6251,1996-03-22
0.7738,30.395,1.1924,1.4783,5.7088,124.02,5.0606,1.5232,1561.5,106.15,1.6539,6.6278,1996-03-25
0.7734,30.385,1.194,1.4795,5.713,124.28,5.0587,1.5231,1568.5,106.49,1.6532,6.6452,1996-03-26
0.7813,30.525,1.1991,1.4861,5.7373,125.03,5.0671,1.5195,1579,106.67,1.6625,6.6479,1996-03-27
0.7812,30.315,1.1906,1.4755,5.6964,123.93,5.032,1.5246,1570,106.28,1.6509,6.6421,1996-03-28
0.7828,30.335,1.1897,1.4762,5.7001,124.13,5.0314,1.527,1566,107.26,1.6515,6.6748,1996-03-29
0.7847,30.485,1.1945,1.484,5.7218,124.68,5.054,1.5244,1571,107.57,1.659,6.6528,1996-04-01
0.7828,30.485,1.196,1.4833,5.718,124.42,5.057,1.5244,1562.5,107.63,1.6593,6.6382,1996-04-02
0.7815,30.455,1.1966,1.4819,5.7214,124.04,5.0513,1.5253,1563.5,106.9,1.6565,6.649,1996-04-03
0.7828,30.415,1.1935,1.481,5.7092,123.75,5.04,1.531,1560.5,107.1,1.6527,6.645,1996-04-04
0.784,30.495,1.1965,1.4845,5.7325,124.15,5.0595,1.529,1566.5,107.65,1.6578,6.647,1996-04-05
0.7842,30.435,1.1953,1.4822,5.72,123.97,5.0495,1.5294,1566.5,107.75,1.6533,6.6652,1996-04-08
0.7861,30.76,1.2114,1.4974,5.7726,125.06,5.0989,1.5215,1571,108.32,1.6716,6.7275,1996-04-09
0.7882,30.755,1.2157,1.4966,5.7759,124.96,5.089,1.5141,1568.5,108.32,1.6715,6.6979,1996-04-10
0.7907,30.855,1.222,1.5023,5.7997,125.72,5.1043,1.5113,1571,108.6,1.6787,6.7141,1996-04-11
